,text,text1,text2,tag,tag1,tag2,score1,score2,num_text,num_text1,num_text2,sensitivity(0.6),sensitivity(0.6)(True Tag),sensitivity(0.6)(#text each Tag),precision(0.6),precision(0.6)(True Tag),precision(0.6)(above cutoff),sensitivity(0.7),sensitivity(0.7)(True Tag),sensitivity(0.7)(#text each Tag),precision(0.7),precision(0.7)(True Tag),precision(0.7)(above cutoff),sensitivity(0.8),sensitivity(0.8)(True Tag),sensitivity(0.8)(#text each Tag),precision(0.8),precision(0.8)(True Tag),precision(0.8)(above cutoff)
74,한미 디커플링?…‘집값 파이터’ 이주열과 ‘고용 파이터’ 파월,집값 총대 멘 이주열 vs 고용 짊어진 파월,집값 총대 멘 이주열 vs 고용 짊어진 파월,9,9,9,0.5414999723434448,1.0,1717,80,80,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0
75,"파월, 테이퍼링과 금리인상 사이 연계 차단 머쓱해진 한은, 금리 인상 서두를 필요 있었나? [한상춘의 지금세계는]","시진핑, 서방 압박에도 ""중화민족 공동체 의식 강화해야""",예적금 금리 최대 '0.3%p' 인상…대출금리도 꿈틀,9,96,126,0.3352999985218048,0.4704152903094025,1717,865,1132,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0
76,'테이퍼링 불확실성' 지운 美 증시…이젠 '금리인상 시점'에 촉각,"공수처 '공소심의위' 열자 조희연측 ""매우 부당"" 반발","""유동적인 테이퍼링 시기는 8월 고용지표가 좌우할 것""",9,41,9,0.7060999870300293,0.5524944451797819,1717,346,77,0.0,0,9,0.0,0,5,0.0,0,9,0.0,0,1,0.0,0,9,0.0,0,0
77,"""유동적인 테이퍼링 시기는 8월 고용지표가 좌우할 것""","이번 주 뉴욕증시, 8월 고용 주목…연내 테이퍼링 시그널","이번 주 뉴욕증시, 8월 고용 주목…연내 테이퍼링 시그널",9,9,9,0.6722000241279602,0.8339128009327077,1717,81,81,11.11,1,9,100.0,1,1,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0
78,[증시전략] 파월 “연내 테이퍼링 시작 가능”…금리인상엔 신중,'테이퍼링 불확실성' 지운 美 증시…이젠 '금리인상 시점'에 촉각,"""테이퍼링 연내 가능성 ↑…금융시장 충격 제한적 이유""",9,9,9,0.508899986743927,0.6367379002564669,1717,76,82,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0
79,"""지칠때도 됐는데""…이달만 7조 순매도 외국인 돌아올까?",美 부스터샷 접종시기 저울질…5개월? 6개월? 8개월?,바다가 일자리다…'2021 해양수산 온라인 취업박람회' 30일 개막,9,30,1,0.4309000074863434,0.0,1717,253,0,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0
80,집값 총대 멘 이주열 vs 고용 짊어진 파월,한미 디커플링?…‘집값 파이터’ 이주열과 ‘고용 파이터’ 파월,한미 디커플링?…‘집값 파이터’ 이주열과 ‘고용 파이터’ 파월,9,9,9,0.5414999723434448,1.0,1717,74,74,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0
81,"이번 주 뉴욕증시, 8월 고용 주목…연내 테이퍼링 시그널","""유동적인 테이퍼링 시기는 8월 고용지표가 좌우할 것""","""유동적인 테이퍼링 시기는 8월 고용지표가 좌우할 것""",9,9,9,0.6722000241279602,0.8339128009327077,1717,77,77,11.11,1,9,100.0,1,1,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0
82,"""테이퍼링 연내 가능성 ↑…금융시장 충격 제한적 이유""",'금융기관'이라더니 보이스피싱…총책 구속 기소,"이번 주 뉴욕증시, 8월 고용 주목…연내 테이퍼링 시그널",9,152,9,0.5475000143051147,0.8339128009327077,1717,1404,81,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0
83,"'계열사 신고누락' 정몽진 KCC회장 측 ""고의는 없어""","'차명회사 보고누락' 정몽진 KCC 회장측 ""고의 없었다""","국토차관 ""LH직원 투기정황 없어…이상거래 229건 적발""",10,10,125,0.8797000050544739,0.6571079150485716,1717,91,1118,88.89,8,9,88.89,8,9,22.22,2,9,100.0,2,2,11.11,1,9,100.0,1,1
84,'차명회사 누락' 정몽진 KCC회장 이번주 첫 재판,'차명회사 보고누락' 정몽진 KCC회장 오늘 첫 재판,"공정위에 차명회사 보고 누락한 정몽진 KCC 회장 첫 재판...""고의는 없었다""",10,10,10,0.9377999901771545,0.8389849069076293,1717,89,86,77.78,7,9,100.0,7,7,55.56,5,9,100.0,5,5,33.33,3,9,100.0,3,3
85,"'공정위 차명회사 보고 누락' 정몽진…""고의 없었다""","'차명회사 보고누락' 정몽진 KCC 회장측 ""고의 없었다""","공정위에 차명회사 보고 누락한 정몽진 KCC 회장 첫 재판...""고의는 없었다""",10,10,10,0.753000020980835,0.8116889484004106,1717,91,86,33.33,3,9,100.0,3,3,11.11,1,9,100.0,1,1,0.0,0,9,0.0,0,0
86,"공정위에 차명회사 보고 누락한 정몽진 KCC 회장 첫 재판...""고의는 없었다""","'차명회사 보고누락' 정몽진 KCC 회장측 ""고의 없었다""",'차명회사 신고 누락' 정몽진 KCC 회장 첫 공판서 혐의 부인,10,10,10,0.766700029373169,1.0,1717,91,87,88.89,8,9,100.0,8,8,55.56,5,9,100.0,5,5,0.0,0,9,0.0,0,0
87,'차명회사 신고 누락' 정몽진 KCC 회장 첫 공판서 혐의 부인,"'차명회사 누락' 정몽진 KCC 회장, 첫 공판서 혐의 부인","공정위에 차명회사 보고 누락한 정몽진 KCC 회장 첫 재판...""고의는 없었다""",10,10,10,0.9578999876976013,1.0,1717,90,86,77.78,7,9,87.5,7,8,66.67,6,9,100.0,6,6,22.22,2,9,100.0,2,2
88,‘계열사 고의 누락 의혹’ 정몽진 KCC회장 재판 개시,'차명회사 누락' 정몽진 KCC회장 이번주 첫 재판,"'계열사 신고누락' 정몽진 KCC회장 측 ""고의는 없어""",10,10,10,0.791700005531311,0.5177807712470325,1717,84,83,77.78,7,9,58.33,7,12,44.44,4,9,100.0,4,4,0.0,0,9,0.0,0,0
89,'차명회사 보고누락' 정몽진 KCC회장 오늘 첫 재판,'차명회사 누락' 정몽진 KCC회장 이번주 첫 재판,"공정위에 차명회사 보고 누락한 정몽진 KCC 회장 첫 재판...""고의는 없었다""",10,10,10,0.9377999901771545,0.8626062466678339,1717,84,86,77.78,7,9,100.0,7,7,55.56,5,9,100.0,5,5,11.11,1,9,100.0,1,1
90,"'차명회사 누락' 정몽진 KCC 회장, 첫 공판서 혐의 부인",'차명회사 신고 누락' 정몽진 KCC 회장 첫 공판서 혐의 부인,"공정위에 차명회사 보고 누락한 정몽진 KCC 회장 첫 재판...""고의는 없었다""",10,10,10,0.9578999876976013,1.0,1717,87,86,77.78,7,9,77.78,7,9,55.56,5,9,100.0,5,5,22.22,2,9,100.0,2,2
91,"'차명회사 보고누락' 정몽진 KCC 회장측 ""고의 없었다""","'계열사 신고누락' 정몽진 KCC회장 측 ""고의는 없어""","공정위에 차명회사 보고 누락한 정몽진 KCC 회장 첫 재판...""고의는 없었다""",10,10,10,0.8797000050544739,1.0,1717,83,86,88.89,8,9,80.0,8,10,55.56,5,9,100.0,5,5,11.11,1,9,100.0,1,1
92,'퀸 엘리자베스 콩쿠르' 피아노 수상자들 광주서 콘서트 무대,"'최고 권위' 퀸 엘리자베스 콩쿠르 수상자, 광주 ACC서 공연",바다가 일자리다…'2021 해양수산 온라인 취업박람회' 30일 개막,11,11,1,0.7742999792098999,0.0,1717,95,0,40.0,2,5,100.0,2,2,20.0,1,5,100.0,1,1,0.0,0,5,0.0,0,0
93,"2021 퀸 엘리자베스 콩쿠르 수상자들, 한국에서 만난다","'최고 권위' 퀸 엘리자베스 콩쿠르 수상자, 광주 ACC서 공연","콘진원, '국제방송영상마켓 2021'  개최",11,11,165,0.6115000247955322,0.7354230881898487,1717,95,1513,40.0,2,5,100.0,2,2,0.0,0,5,0.0,0,0,0.0,0,5,0.0,0,0
94,"퀸 엘리자베스 콩쿠르 수상자, 문화전당서 공연","'최고 권위' 퀸 엘리자베스 콩쿠르 수상자, 광주 ACC서 공연",바다가 일자리다…'2021 해양수산 온라인 취업박람회' 30일 개막,11,11,1,0.7049000263214111,0.0,1717,95,0,60.0,3,5,100.0,3,3,20.0,1,5,100.0,1,1,0.0,0,5,0.0,0,0
95,"'최고 권위' 퀸 엘리자베스 콩쿠르 수상자, 광주 ACC서 공연",'퀸 엘리자베스 콩쿠르' 피아노 수상자들 광주서 콘서트 무대,‘롯데캐슬 르웨스트’ 전호실 청약 마감…최고 6049대 1 기록,11,11,151,0.7742999792098999,1.0,1717,92,1394,60.0,3,5,100.0,3,3,40.0,2,5,100.0,2,2,0.0,0,5,0.0,0,0
96,“무대는 항상 특별… 새로운 세계 보여줄 것”,"“콘텐츠, 새로운 세계로 여행”…콘진원 ‘BCWW 2021’ 내달 6일 개최","세계 첫 ‘구글갑질방지법’, 오늘 종지부 찍나",11,165,108,0.4607999920845032,0.7589892275858159,1717,1512,959,0.0,0,5,0.0,0,0,0.0,0,5,0.0,0,0,0.0,0,5,0.0,0,0
97,"교보생명, 100번째 광화문글판 방탄소년단 희망의 메시지","방탄소년단, 100번째 광화문글판에 희망 메시지 썼다",BTS가 써내려간 100번째 광화문글판 희망 메시지,12,43,43,0.9531999826431274,1.0,1717,366,367,0.0,0,3,0.0,0,3,0.0,0,3,0.0,0,1,0.0,0,3,0.0,0,1
98,"BTS, '춤만큼은 마음 가는 대로'…광화문글판 100호 장식","'O만큼은 마음 가는 대로' BTS,100번째 광화문글판 장식",광화문글판 100호 주인공 BTS…‘춤만큼은 마음 가는 대로’,12,43,12,0.9437000155448914,1.0,1717,363,99,33.33,1,3,10.0,1,10,33.33,1,3,16.67,1,6,33.33,1,3,25.0,1,4
99,광화문글판 100호 주인공 BTS…‘춤만큼은 마음 가는 대로’,"BTS, '춤만큼은 마음 가는 대로'…광화문글판 100호","BTS, '춤만큼은 마음 가는 대로'…광화문글판 100호 장식",12,43,12,0.8981000185012817,1.0,1717,364,98,33.33,1,3,11.11,1,9,33.33,1,3,16.67,1,6,33.33,1,3,25.0,1,4
100,"서울시 ""2025년까지 전기차 27만대 보급""…탄소중립도시 목표","서울시 ""전기차 시대 앞당긴다""…2025년까지 전기차 27만대 보급","서울시, 2025년까지 전기차 27만대 보급",13,13,13,0.8428999781608582,0.9017273740526269,1717,104,107,66.67,10,15,100.0,10,10,60.0,9,15,100.0,9,9,26.67,4,15,100.0,4,4
101,오세훈표 친환경 정책 시동…전기차 27만대·충전기 20만기 설치,"서울시, 2025년 전기차 27만대 보급, 충전기 20만기 설치","서울시, 2025년 전기차 27만대 보급, 충전기 20만기 설치",13,13,13,0.7207000255584717,0.7453852860758211,1717,102,102,46.67,7,15,100.0,7,7,13.33,2,15,100.0,2,2,0.0,0,15,0.0,0,0
102,"서울시, 2025년 전기차 27만대 보급, 충전기 20만기 설치","서울시, 2025년까지 전기차 27만대 보급","“전기차시대 앞당긴다” 서울시, 전기차 27만대·충전기 20만기 보급",13,13,13,0.9034000039100647,0.8992906351385558,1717,107,111,80.0,12,15,100.0,12,12,80.0,12,15,100.0,12,12,40.0,6,15,100.0,6,6
103,"서울시, 2025년까지 전기차 27만대 보급한다···충전기 20만개 확대","서울시, 2025년까지 전기차 27만대 보급","“전기차시대 앞당긴다” 서울시, 전기차 27만대·충전기 20만기 보급",13,13,13,0.9226999878883362,0.7185309594785279,1717,107,111,80.0,12,15,100.0,12,12,60.0,9,15,100.0,9,9,46.67,7,15,100.0,7,7
104,"서울시 ""전기차 시대 앞당긴다""…2025년까지 전기차 27만대 보급","서울시, 전기차 시대 앞당긴다…2025년까지 전기차 27만대 보급","서울시, 전기차 시대 앞당긴다…2025년까지 전기차 27만대 보급",13,13,13,0.9818000197410583,1.0,1717,105,105,80.0,12,15,92.31,12,13,60.0,9,15,100.0,9,9,60.0,9,15,100.0,9,9
105,"서울시, 전기차 시대 앞당긴다…2025년까지 전기차 27만대 보급","서울시 ""전기차 시대 앞당긴다""…2025년까지 전기차 27만대 보급","서울시 ""전기차 시대 앞당긴다""…2025년까지 전기차 27만대 보급",13,13,13,0.9818000197410583,1.0,1717,104,104,73.33,11,15,91.67,11,12,60.0,9,15,100.0,9,9,60.0,9,15,100.0,9,9
106,"서울시, 전기차 2025년까지 3만→27만대로","서울시, 2025년까지 전기차 27만대 보급","서울시 ""전기차 시대 앞당긴다""…2025년까지 전기차 27만대 보급",13,13,13,0.9079999923706055,0.7915363781576874,1717,107,104,60.0,9,15,90.0,9,10,60.0,9,15,100.0,9,9,40.0,6,15,100.0,6,6
107,"서울시, 2025년까지 전기차 27만대 보급","서울시, 전기차 시대 앞당긴다…2025년까지 전기차 27만대 보급","서울시 ""전기차 시대 앞당긴다""…2025년까지 전기차 27만대 보급",13,13,13,0.949400007724762,0.9522886347421656,1717,105,104,73.33,11,15,91.67,11,12,60.0,9,15,100.0,9,9,53.33,8,15,100.0,8,8
108,"서울시 전기차 충전기 20만기 설치 ""도보 5분 거리 충전망 구축""",서울시내 '도보 5분거리' 전기차 충전망…4년내 20만기 설치,"서울시, 2025년 전기차 27만대 보급, 충전기 20만기 설치",13,13,13,0.89410001039505,0.7006475993002191,1717,113,102,33.33,5,15,100.0,5,5,13.33,2,15,100.0,2,2,6.67,1,15,100.0,1,1
109,[신선한 경제] 내년 100세대 이상이면 전기차 충전기 설치 의무,"[속보] 홍남기 ""연내 전기·수소차 배터리 무상수리 3년·6만㎞로 확대""","김수규 서울시의원, 학교·도서관 등 전기차 충전기 설치 촉구",13,179,13,0.4977000057697296,0.752283219214084,1717,1646,112,0.0,0,15,0.0,0,0,0.0,0,15,0.0,0,0,0.0,0,15,0.0,0,0
110,“서울에 2025년까지 전기차 27만대 보급”…전기차 비율 6.6% 수준 올린다,"서울시 ""전기차 시대 앞당긴다""…2025년까지 전기차 27만대 보급","서울시 ""전기차 시대 앞당긴다""…2025년까지 전기차 27만대 보급",13,13,13,0.8091999888420105,0.9467505766623954,1717,104,104,60.0,9,15,100.0,9,9,60.0,9,15,100.0,9,9,13.33,2,15,100.0,2,2
111,"“전기차시대 앞당긴다” 서울시, 전기차 27만대·충전기 20만기 보급","서울시, 전기차 시대 앞당긴다…2025년까지 전기차 27만대 보급","서울시, 2025년 전기차 27만대 보급, 충전기 20만기 설치",13,13,13,0.9085000157356262,0.8992906351385558,1717,105,102,80.0,12,15,100.0,12,12,66.67,10,15,100.0,10,10,53.33,8,15,100.0,8,8
112,"김수규 서울시의원, 학교·도서관 등 전기차 충전기 설치 촉구","서울시 전기차 충전기 20만기 설치 ""도보 5분 거리 충전망 구축""",[신선한 경제] 내년 100세대 이상이면 전기차 충전기 설치 의무,13,13,13,0.567799985408783,0.752283219214084,1717,108,109,0.0,0,15,0.0,0,0,0.0,0,15,0.0,0,0,0.0,0,15,0.0,0,0
113,서울시내 '도보 5분거리' 전기차 충전망…4년내 20만기 설치,"서울시 전기차 충전기 20만기 설치 ""도보 5분 거리 충전망 구축""",[신선한 경제] 내년 100세대 이상이면 전기차 충전기 설치 의무,13,13,13,0.89410001039505,0.7030783016604171,1717,108,109,46.67,7,15,100.0,7,7,13.33,2,15,100.0,2,2,6.67,1,15,100.0,1,1
114,"서울시, 25년까지 전기차 27만대 보급...“수송부문 온실가스 감축한다”","서울시 ""전기차 시대 앞당긴다""…2025년까지 전기차 27만대 보급","서울시, 2025년까지 전기차 27만대 보급",13,13,13,0.8424999713897705,0.8775861858625679,1717,104,107,60.0,9,15,100.0,9,9,60.0,9,15,100.0,9,9,33.33,5,15,100.0,5,5
115,"과학기술 출연硏, 온라인 채용설명회…""560명 청년인재 모집""",과학기술 출연연 내년까지 청년과학기술인 560여 명 채용,"NST·25개 출연연, 온라인 공동채용설명회 연다",14,14,14,0.76910001039505,0.6608347767224593,1717,117,116,50.0,3,6,100.0,3,3,16.67,1,6,100.0,1,1,0.0,0,6,0.0,0,0
116,"NST·25개 출연연, 온라인 공동채용설명회 연다",25개 출연연 ‘온라인 공동채용 설명회’ 연다,"과학기술 출연硏, 온라인 채용설명회…""560명 청년인재 모집""",14,15,14,0.7148000001907349,0.6608347767224593,1717,121,115,0.0,0,6,0.0,0,1,0.0,0,6,0.0,0,1,0.0,0,6,0.0,0,0
117,과학기술 출연연 내년까지 청년과학기술인 560여 명 채용,25개 과학기술 출연硏…청년과학자 560명 뽑는다,바다가 일자리다…'2021 해양수산 온라인 취업박람회' 30일 개막,14,14,1,0.8120999932289124,0.0,1717,118,0,50.0,3,6,100.0,3,3,33.33,2,6,100.0,2,2,16.67,1,6,100.0,1,1
118,25개 과학기술 출연硏…청년과학자 560명 뽑는다,과학기술 출연연 내년까지 청년과학기술인 560여 명 채용,바다가 일자리다…'2021 해양수산 온라인 취업박람회' 30일 개막,14,14,1,0.8120999932289124,0.0,1717,117,0,50.0,3,6,100.0,3,3,16.67,1,6,100.0,1,1,16.67,1,6,100.0,1,1
119,25개 과학기술분야 연구기관 채용 정보 한 번에 얻는다,25개 과학기술 출연硏…청년과학자 560명 뽑는다,바다가 일자리다…'2021 해양수산 온라인 취업박람회' 30일 개막,14,14,1,0.5697000026702881,0.0,1717,118,0,0.0,0,6,0.0,0,0,0.0,0,6,0.0,0,0,0.0,0,6,0.0,0,0
120,25개 출연연 내년까지 560명 채용…온라인공동 설명회 열려,"과학기술 출연硏, 온라인 채용설명회…""560명 청년인재 모집""",25개 출연연 ‘온라인 공동채용 설명회’ 연다,14,14,15,0.699400007724762,0.7566087082318971,1717,115,121,50.0,3,6,75.0,3,4,0.0,0,6,0.0,0,0,0.0,0,6,0.0,0,0
121,25개 출연연 ‘온라인 공동채용 설명회’ 연다,"NST·25개 출연연, 온라인 공동채용설명회 연다",25개 출연연 내년까지 560명 채용…온라인공동 설명회 열려,15,14,14,0.7148000001907349,0.7566087082318971,1717,116,120,0.0,0,1,0.0,0,2,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,0
122,"교육부, 교사 전용 교육콘텐츠 플랫폼 ‘잇다’ 개통","교사 전용 교육콘텐츠 플랫폼 '잇다', 31일 정식 개통","교육부, 31일 교원 전용 디지털콘텐츠 플랫폼 '잇다' 본격 개통",16,16,16,0.8737000226974487,1.0,1717,125,124,80.0,4,5,100.0,4,4,60.0,3,5,100.0,3,3,40.0,2,5,100.0,2,2
123,원격수업 장기화...교원 전용 콘텐츠 공유 플랫폼 '잇다' 내일 개통,"교육부, 교사 전용 교육콘텐츠 플랫폼 ‘잇다’ 개통","교육부, 교사 전용 교육콘텐츠 플랫폼 ‘잇다’ 개통",16,16,16,0.6384000182151794,0.8293856911998676,1717,122,122,40.0,2,5,100.0,2,2,0.0,0,5,0.0,0,0,0.0,0,5,0.0,0,0
124,"교육부, 31일 교원 전용 디지털콘텐츠 플랫폼 '잇다' 본격 개통","교육부, 교원 전용 디지털콘텐츠 플랫폼 '잇다' 개통","교육부, 교사 전용 교육콘텐츠 플랫폼 ‘잇다’ 개통",16,16,16,0.8888999819755554,1.0,1717,126,122,60.0,3,5,100.0,3,3,60.0,3,5,100.0,3,3,40.0,2,5,100.0,2,2
125,"교사 전용 교육콘텐츠 플랫폼 '잇다', 31일 정식 개통","교육부, 교사 전용 교육콘텐츠 플랫폼 ‘잇다’ 개통","교육부, 교사 전용 교육콘텐츠 플랫폼 ‘잇다’ 개통",16,16,16,0.8737000226974487,0.8044266286790123,1717,122,122,60.0,3,5,100.0,3,3,60.0,3,5,100.0,3,3,40.0,2,5,100.0,2,2
126,"교육부, 교원 전용 디지털콘텐츠 플랫폼 '잇다' 개통","교육부, 31일 교원 전용 디지털콘텐츠 플랫폼 '잇다' 본격 개통","교육부, 교사 전용 교육콘텐츠 플랫폼 ‘잇다’ 개통",16,16,16,0.8888999819755554,1.0,1717,124,122,80.0,4,5,100.0,4,4,60.0,3,5,100.0,3,3,40.0,2,5,100.0,2,2
127,코로나19 신규 확진자 1천487명…사망자는 어제 5명 늘어,코로나 신규 확진 1487명… 누적 25만명 넘었다(상보),"코로나19 신규 확진자 1,487명…국내 1,426명 중 수도권 901명",17,162,163,0.703000009059906,0.6933915341717682,1717,1493,1502,11.11,1,9,14.29,1,7,0.0,0,9,0.0,0,2,0.0,0,9,0.0,0,0
128,"휴일에도 1천500명대 육박…신규확진 1천487명, 55일째 네 자릿수","[2보] 신규확진 1천487명, 휴일에도 1천500명 육박…55일째 네 자릿수","[2보] 신규확진 1천487명, 휴일에도 1천500명 육박…55일째 네 자릿수",17,17,17,0.9312999844551086,1.0000000000000002,1717,133,133,66.67,6,9,40.0,6,15,55.56,5,9,71.43,5,7,44.44,4,9,80.0,4,5
129,"코로나19 신규확진 1,487명…55일째 네 자릿수","코로나19 신규 확진 1,487명…55일째 네 자릿수","휴일에도 1천500명대 육박…신규확진 1천487명, 55일째 네 자릿수",17,163,17,0.9922000169754028,0.7990946949149476,1717,1504,128,55.56,5,9,26.32,5,19,11.11,1,9,10.0,1,10,11.11,1,9,25.0,1,4
